Title, SN Number, Location, Date, Image # 
"Alexandria gazette. [volume]",sn85025007,"Alexandria, D.C.","November 04, 1856",2
"Alexandria gazette. [volume]",sn85025007,"Alexandria, D.C.","August 16, 1856",2
"Alexandria gazette. [volume]",sn85025007,"Alexandria, D.C.","August 22, 1856",3
"Alexandria gazette. [volume]",sn85025007,"Alexandria, D.C.","August 20, 1856",3
"Alexandria gazette. [volume]",sn85025007,"Alexandria, D.C.","August 25, 1856",3
"Alexandria gazette. [volume]",sn85025007,"Alexandria, D.C.","August 27, 1856",3
"Alexandria gazette. [volume]",sn85025007,"Alexandria, D.C.","August 29, 1856",3
"Alexandria gazette. [volume]",sn85025007,"Alexandria, D.C.","January 20, 1857",3
"Alexandria gazette. [volume]",sn85025007,"Alexandria, D.C.","January 28, 1857",3
"Alexandria gazette. [volume]",sn85025007,"Alexandria, D.C.","January 24, 1857",2
"Alexandria gazette. [volume]",sn85025007,"Alexandria, D.C.","January 30, 1857",3
"Alexandria gazette. [volume]",sn85025007,"Alexandria, D.C.","February 02, 1857",3
"Alexandria gazette. [volume]",sn85025007,"Alexandria, D.C.","January 15, 1857",2
"Alexandria gazette. [volume]",sn85025007,"Alexandria, D.C.","February 13, 1857",3
"Alexandria gazette. [volume]",sn85025007,"Alexandria, D.C.","February 07, 1857",3
"Alexandria gazette. [volume]",sn85025007,"Alexandria, D.C.","February 05, 1857",1
"Alexandria gazette. [volume]",sn85025007,"Alexandria, D.C.","February 04, 1857",1
"Alexandria gazette. [volume]",sn85025007,"Alexandria, D.C.","February 03, 1857",1
"Alexandria gazette. [volume]",sn85025007,"Alexandria, D.C.","February 11, 1857",3
"Alexandria gazette. [volume]",sn85025007,"Alexandria, D.C.","February 06, 1857",1
"The weekly north Iowa times. [volume]",sn84027238,"McGregor, Iowa","April 07, 1858",1
"St. Charles City Republican intelligencer. [volume]",sn82014141,"St. Charles City [Charles City], Iowa","December 03, 1857",2
"St. Charles City Republican intelligencer. [volume]",sn82014141,"St. Charles City [Charles City], Iowa","December 03, 1857",2
"San Andreas independent. [volume]",sn85025090,"San Andreas, Calif.","February 27, 1858",2
"The emigrant aid journal of Minnesota. [volume]",sn84024825,"Nininger City, Minn. Terr. [i.e. Minn.]","May 05, 1858",4
"The emigrant aid journal of Minnesota. [volume]",sn84024825,"Nininger City, Minn. Terr. [i.e. Minn.]","May 05, 1858",5
"The emigrant aid journal of Minnesota. [volume]",sn84024825,"Nininger City, Minn. Terr. [i.e. Minn.]","May 05, 1858",6
"Staunton spectator. [volume]",sn84024718,"Staunton, Va.","January 21, 1852",2
"Staunton spectator. [volume]",sn84024718,"Staunton, Va.","July 12, 1859",2
"Eastern times. [volume]",sn82014356,"Bath, Me.","April 25, 1850",2
"Eastern times. [volume]",sn82014356,"Bath, Me.","March 20, 1856",2
"Litchfield enquirer. [volume]",sn84020071,"Litchfield, Conn.","January 31, 1856",3
"Martinsburg gazette. [volume]",sn84038468,"Martinsburg, Va. [W. Va.]","August 15, 1839",1
"Southport telegraph. [volume]",sn85040303,"Southport, W.T. [i.e. Kenosha, Wis.]","January 19, 1849",1
"The press and tribune. [volume]",sn82014511,"Chicago, Ill.","July 12, 1860",1
"Richmond daily Whig. [volume]",sn84024656,"Richmond, Va.","August 16, 1854",3
"The daily exchange. [volume]",sn83009573,"Baltimore, Md.","October 04, 1858",2
"The daily exchange. [volume]",sn83009573,"Baltimore, Md.","September 17, 1860",1
"New-York daily tribune. [volume]",sn83030213,"New-York [N.Y.]","January 28, 1845",4
"The daily dispatch. [volume]",sn84024738,"Richmond [Va.]","July 01, 1858",2
"Richmond enquirer. [volume]",sn84024735,"Richmond, Va.","September 17, 1850",2
"Weekly hawk-eye and telegraph. [volume]",sn84037930,"Burlington, Iowa","June 03, 1857",2
"The weekly hawk-eye. [volume]",sn85049908,"Burlington, Iowa","August 24, 1858",1
"Wheeling daily intelligencer. [volume]",sn86092535,"Wheeling, Va. [W. Va.]","September 05, 1855",2
"The daily dispatch. [volume]",sn84024738,"Richmond [Va.]","January 06, 1860",2
"The New York herald. [volume]",sn83030313,"New York [N.Y.]","January 22, 1858, Page 2",2
"Weekly national intelligencer. [volume]",sn83045784,"Washington [D.C.]","October 19, 1850",4
"Weekly national intelligencer. [volume]",sn83045784,"Washington [D.C.]","October 19, 1850",8
"The daily exchange. [volume]",sn83009573,"Baltimore, Md.","March 27, 1858, Page 2",2
"The daily union. [volume]",sn82003410,"Washington [D.C.]","June 15, 1849",3
"Cleveland morning leader. [volume]",sn83035143,"Cleveland [Ohio]","July 06, 1859",3
"Cincinnati daily press. [volume]",sn84028745,"Cincinnati [Ohio]","September 08, 1860",3
"Cincinnati daily press. [volume]",sn84028745,"Cincinnati [Ohio]","May 22, 1860",3
"Wheeling daily intelligencer. [volume]",sn86092535,"Wheeling, Va. [W. Va.]","September 07, 1855",2
"Wheeling daily intelligencer. [volume]",sn86092535,"Wheeling, Va. [W. Va.]","September 08, 1855",2
"Wheeling daily intelligencer. [volume]",sn86092535,"Wheeling, Va. [W. Va.]","September 11, 1855",2
"Wheeling daily intelligencer. [volume]",sn86092535,"Wheeling, Va. [W. Va.]","April 01, 1856",3
"Wheeling daily intelligencer. [volume]",sn86092535,"Wheeling, Va. [W. Va.]","February 21, 1853",2
"Wheeling daily intelligencer. [volume]",sn86092535,"Wheeling, Va. [W. Va.]","April 07, 1853",2
"The daily union. [volume]",sn82003410,"Washington [D.C.]","August 24, 1849",3
"The daily union. [volume]",sn82003410,"Washington [D.C.]","July 13, 1849",3
"New-York daily tribune. [volume]",sn83030213,"New-York [N.Y.]","July 29, 1857, Page 6",6
"Richmond enquirer. [volume]",sn84024735,"Richmond, Va.","January 01, 1858",1
"Richmond enquirer. [volume]",sn84024735,"Richmond, Va.","February 05, 1858",4
"Richmond enquirer. [volume]",sn84024735,"Richmond, Va.","January 11, 1859",1
"Richmond enquirer. [volume]",sn84024735,"Richmond, Va.","September 07, 1860, SEMI-WEEKLY EDITION",2
"Richmond enquirer. [volume]",sn84024735,"Richmond, Va.","August 21, 1860, SEMI-WEEKLY EDITION",2
"Evening star. [volume]",sn83045462,"Washington, D.C.","June 27, 1860",3
"Evening star. [volume]",sn83045462,"Washington, D.C.","June 28, 1860",3
"New-York daily tribune. [volume]",sn83030213,"New-York [N.Y.]","November 25, 1846",2
"The republic. [volume]",sn82014434,"Washington [D.C.]","June 30, 1853",2
"The daily union. [volume]",sn82003410,"Washington [D.C.]","August 10, 1849",2
"The daily dispatch. [volume]",sn84024738,"Richmond [Va.]","August 25, 1858",2
"The daily dispatch. [volume]",sn84024738,"Richmond [Va.]","August 28, 1858",3
"The daily dispatch. [volume]",sn84024738,"Richmond [Va.]","September 02, 1858",1
"The daily dispatch. [volume]",sn84024738,"Richmond [Va.]","September 03, 1858",1
"The daily dispatch. [volume]",sn84024738,"Richmond [Va.]","September 10, 1858",1
"The daily dispatch. [volume]",sn84024738,"Richmond [Va.]","August 21, 1858",2
"The daily dispatch. [volume]",sn84024738,"Richmond [Va.]","August 30, 1858",3
"The daily dispatch. [volume]",sn84024738,"Richmond [Va.]","September 01, 1858",1
"The daily dispatch. [volume]",sn84024738,"Richmond [Va.]","December 26, 1859",3
"The daily dispatch. [volume]",sn84024738,"Richmond [Va.]","December 28, 1859",2
"The daily dispatch. [volume]",sn84024738,"Richmond [Va.]","December 29, 1859",2
"The daily dispatch. [volume]",sn84024738,"Richmond [Va.]","September 05, 1859",2
"The daily dispatch. [volume]",sn84024738,"Richmond [Va.]","December 13, 1859",3
"Daily American telegraph. [volume]",sn82014593,"Washington [D.C.]","June 05, 1852",2
"The Cadiz Democratic sentinel. [volume]",sn84028794,"Cadiz, Ohio","January 16, 1856",3
"Burlington free press. [volume]",sn84023127,"Burlington, Vt.","March 04, 1859",3
"Burlington free press. [volume]",sn84023127,"Burlington, Vt.","November 02, 1855",3
"Alexandria gazette. [volume]",sn85025007,"Alexandria, D.C.","June 05, 1860",3
"Alexandria gazette. [volume]",sn85025007,"Alexandria, D.C.","July 31, 1860",3
"Alexandria gazette. [volume]",sn85025007,"Alexandria, D.C.","August 11, 1860",3
"Newbern weekly progress. [volume]",sn84026547,"Newbern, N.C.","September 25, 1860",3
"The daily dispatch. [volume]",sn84024738,"Richmond [Va.]","December 24, 1859",2
"The daily dispatch. [volume]",sn84024738,"Richmond [Va.]","December 20, 1859",2
"The daily dispatch. [volume]",sn84024738,"Richmond [Va.]","December 19, 1859",3
"The weekly Mississippian. [volume]",sn84024323,"Jackson, Miss.","April 18, 1860",2
"The daily dispatch. [volume]",sn84024738,"Richmond [Va.]","August 28, 1860",2
"The daily dispatch. [volume]",sn84024738,"Richmond [Va.]","September 04, 1860",4
"The daily dispatch. [volume]",sn84024738,"Richmond [Va.]","August 31, 1860",2
"The daily dispatch. [volume]",sn84024738,"Richmond [Va.]","October 12, 1860",2
"The daily dispatch. [volume]",sn84024738,"Richmond [Va.]","October 15, 1860",2
"Wilmington journal. [volume]",sn84026536,"Wilmington, N.C.","July 04, 1856",3
"Wilmington journal. [volume]",sn84026536,"Wilmington, N.C.","July 11, 1856",1
"Nashville union and American. [volume]",sn85038518,"Nashville, Tenn.","August 19, 1858",3
"Nashville union and American. [volume]",sn85038518,"Nashville, Tenn.","August 22, 1858",3
"Nashville union and American. [volume]",sn85038518,"Nashville, Tenn.","August 25, 1858",3
"Nashville union and American. [volume]",sn85038518,"Nashville, Tenn.","August 27, 1858",3
"Nashville union and American. [volume]",sn85038518,"Nashville, Tenn.","August 31, 1858",3
"Nashville union and American. [volume]",sn85038518,"Nashville, Tenn.","September 01, 1858",3
"Nashville union and American. [volume]",sn85038518,"Nashville, Tenn.","September 02, 1858",3
"Nashville union and American. [volume]",sn85038518,"Nashville, Tenn.","September 03, 1858",3
"Nashville union and American. [volume]",sn85038518,"Nashville, Tenn.","September 04, 1858",3
"Nashville union and American. [volume]",sn85038518,"Nashville, Tenn.","September 07, 1858",3
"Semi-weekly standard. [volume]",sn83045450,"Raleigh, N.C.","December 20, 1856",4
"Semi-weekly standard. [volume]",sn83045450,"Raleigh, N.C.","April 16, 1859",2
"Semi-weekly standard. [volume]",sn83045450,"Raleigh, N.C.","December 10, 1856",4
"Semi-weekly standard. [volume]",sn83045450,"Raleigh, N.C.","December 17, 1856",4
"Semi-weekly standard. [volume]",sn83045450,"Raleigh, N.C.","February 14, 1857",2
"Western Reserve chronicle. [volume]",sn84028385,"Warren, Ohio","January 23, 1856",4
"Wheeling daily intelligencer. [volume]",sn86092535,"Wheeling, Va. [W. Va.]","September 03, 1855",2
"The Caledonian. [volume]",sn84023252,"St. Johnsbury, Vt.","December 21, 1860",4
"Vermont phœnix. [volume]",sn98060050,"Brattleboro, Vt.","December 15, 1860",1
"Vermont phœnix. [volume]",sn98060050,"Brattleboro, Vt.","August 27, 1859",2
"Richmond enquirer. [volume]",sn84024735,"Richmond, Va.","October 10, 1845",4
"Richmond enquirer. [volume]",sn84024735,"Richmond, Va.","July 06, 1849, Page 1",1
"Richmond enquirer. [volume]",sn84024735,"Richmond, Va.","October 03, 1845",2
"Richmond enquirer. [volume]",sn84024735,"Richmond, Va.","October 17, 1845",2
"Richmond enquirer. [volume]",sn84024735,"Richmond, Va.","October 24, 1845",4
"Richmond enquirer. [volume]",sn84024735,"Richmond, Va.","February 06, 1844",4
"Richmond enquirer. [volume]",sn84024735,"Richmond, Va.","December 08, 1842",2
"Richmond enquirer. [volume]",sn84024735,"Richmond, Va.","December 10, 1842",1
"Richmond enquirer. [volume]",sn84024735,"Richmond, Va.","December 13, 1842",1
"Richmond enquirer. [volume]",sn84024735,"Richmond, Va.","December 15, 1842",1
"Richmond enquirer. [volume]",sn84024735,"Richmond, Va.","December 17, 1842",1
"Richmond enquirer. [volume]",sn84024735,"Richmond, Va.","December 31, 1842",1
"Nashville patriot. [volume]",sn85033711,"Nashville, Tenn.","August 24, 1858",3
"Nashville patriot. [volume]",sn85033711,"Nashville, Tenn.","August 27, 1858",3
"Nashville patriot. [volume]",sn85033711,"Nashville, Tenn.","August 31, 1858",3
"Nashville patriot. [volume]",sn85033711,"Nashville, Tenn.","September 01, 1858",3
"Nashville patriot. [volume]",sn85033711,"Nashville, Tenn.","September 02, 1858",3
"Spirit of the age. [volume]",sn84026561,"Raleigh, N.C.","January 09, 1856",3
"Burlington free press. [volume]",sn84023127,"Burlington, Vt.","July 13, 1860",2
"Edgefield advertiser. [volume]",sn84026897,"Edgefield, S.C.","January 26, 1853",2
"Semi-weekly standard. [volume]",sn83045450,"Raleigh, N.C.","August 29, 1857",1
"Weekly North Carolina standard. [volume]",sn84045030,"Raleigh, N.C.","March 18, 1857",4
"Randolph County journal. [volume]",sn86058541,"Winchester, Randolph County, Ind.","November 04, 1858",4
"Randolph County journal. [volume]",sn86058541,"Winchester, Randolph County, Ind.","October 21, 1858",4
"Randolph County journal. [volume]",sn86058541,"Winchester, Randolph County, Ind.","August 12, 1858",4
"Randolph County journal. [volume]",sn86058541,"Winchester, Randolph County, Ind.","August 19, 1858",4
"Indiana American. [volume]",sn84023881,"Brookville, Ind.","November 07, 1856",2
"Lewisburg chronicle. [volume]",sn85055197,"Lewisburg, Pa.","October 10, 1856",3
"Daily Iowa State Democrat. [volume]",sn82014134,"Davenport, Iowa","June 04, 1857",3
"The north Iowa times. [volume]",sn84027237,"M'Gregor [i.e. McGregor], Iowa","October 07, 1857",2
"Arkansas true Democrat. [volume]",sn82014282,"Little Rock, Ark.","December 08, 1858",1
"Arkansas true Democrat. [volume]",sn82014282,"Little Rock, Ark.","June 16, 1860",1
"Arkansas true Democrat. [volume]",sn82014282,"Little Rock, Ark.","May 26, 1860",3
"Arkansas true Democrat. [volume]",sn82014282,"Little Rock, Ark.","June 02, 1860",3
"Arkansas true Democrat. [volume]",sn82014282,"Little Rock, Ark.","June 23, 1860",3
"Arkansas true Democrat. [volume]",sn82014282,"Little Rock, Ark.","June 30, 1860",1
"Arkansas true Democrat. [volume]",sn82014282,"Little Rock, Ark.","August 18, 1860",4
"Arkansas true Democrat. [volume]",sn82014282,"Little Rock, Ark.","August 25, 1860",1
"Arkansas true Democrat. [volume]",sn82014282,"Little Rock, Ark.","September 01, 1860",1
"Arkansas true Democrat. [volume]",sn82014282,"Little Rock, Ark.","August 11, 1860",4
"Arkansas true Democrat. [volume]",sn82014282,"Little Rock, Ark.","August 18, 1857",3
"Staunton spectator. [volume]",sn84024718,"Staunton, Va.","July 19, 1859",2
"Staunton spectator. [volume]",sn84024718,"Staunton, Va.","September 02, 1857",2
"Staunton spectator. [volume]",sn84024718,"Staunton, Va.","September 16, 1857",3
"Richmond daily Whig. [volume]",sn84024656,"Richmond, Va.","November 08, 1860",2
"Richmond daily Whig. [volume]",sn84024656,"Richmond, Va.","October 10, 1860",2
"Richmond daily Whig. [volume]",sn84024656,"Richmond, Va.","November 13, 1860",1
"The Arkansas banner. [volume]",sn82007022,"Little Rock, Ark.","October 09, 1849",1
"Kenosha tribune & telegraph. [volume]",sn85040308,"Kenosha, Wis.","December 30, 1858",2
"Richmond enquirer. [volume]",sn84024735,"Richmond, Va.","January 04, 1859",3
"The New York herald. [volume]",sn83030313,"New York [N.Y.]","February 05, 1850",2
"The New York herald. [volume]",sn83030313,"New York [N.Y.]","November 29, 1854, MORNING EDITION",3
"The Athens post. [volume]",sn84024443,"Athens, Tenn.","February 23, 1855",3
"The Athens post. [volume]",sn84024443,"Athens, Tenn.","March 02, 1855",3
"The Athens post. [volume]",sn84024443,"Athens, Tenn.","March 09, 1855",3
"The Athens post. [volume]",sn84024443,"Athens, Tenn.","March 16, 1855",3
"The Athens post. [volume]",sn84024443,"Athens, Tenn.","March 23, 1855",3
"The Athens post. [volume]",sn84024443,"Athens, Tenn.","April 06, 1855",4
"The Athens post. [volume]",sn84024443,"Athens, Tenn.","April 13, 1855",4
"The Athens post. [volume]",sn84024443,"Athens, Tenn.","May 04, 1855",4
"The Athens post. [volume]",sn84024443,"Athens, Tenn.","May 11, 1855",4
"The Athens post. [volume]",sn84024443,"Athens, Tenn.","May 25, 1855",4
"The Athens post. [volume]",sn84024443,"Athens, Tenn.","July 27, 1855",4
"Weekly national intelligencer. [volume]",sn83045784,"Washington [D.C.]","July 31, 1847",4
"Civilian & telegraph. [volume]",sn83016179,"Cumberland, Md.","December 06, 1860",3
"Civilian & telegraph. [volume]",sn83016179,"Cumberland, Md.","December 13, 1860",3
"Civilian & telegraph. [volume]",sn83016179,"Cumberland, Md.","December 20, 1860",3
"The daily exchange. [volume]",sn83009573,"Baltimore, Md.","December 04, 1860",2
"Daily evening star. [volume]",sn83045461,"Washington [D.C.]","September 06, 1854",4
"The daily union. [volume]",sn82003410,"Washington [D.C.]","December 20, 1845, Page 795",3
"The New York herald. [volume]",sn83030313,"New York [N.Y.]","August 17, 1846",3
"The national era. [volume]",sn84026752,"Washington [D.C.]","July 24, 1851, Page 119",3
"The national era. [volume]",sn84026752,"Washington [D.C.]","March 27, 1856, Page 52",4
"Richmond enquirer. [volume]",sn84024735,"Richmond, Va.","January 31, 1854",2
"Richmond enquirer. [volume]",sn84024735,"Richmond, Va.","February 22, 1858",1
"Richmond enquirer. [volume]",sn84024735,"Richmond, Va.","June 01, 1860, SEMI-WEEKLY EDITION",1
"The daily dispatch. [volume]",sn84024738,"Richmond [Va.]","August 13, 1859",1
"The daily dispatch. [volume]",sn84024738,"Richmond [Va.]","August 15, 1859",2
"The daily dispatch. [volume]",sn84024738,"Richmond [Va.]","August 15, 1859",4
"The daily dispatch. [volume]",sn84024738,"Richmond [Va.]","August 27, 1859",4
"The daily dispatch. [volume]",sn84024738,"Richmond [Va.]","August 30, 1859",4
"The daily dispatch. [volume]",sn84024738,"Richmond [Va.]","September 03, 1859",3
"The daily dispatch. [volume]",sn84024738,"Richmond [Va.]","September 08, 1859",4
"The daily dispatch. [volume]",sn84024738,"Richmond [Va.]","August 16, 1859",4
"The daily dispatch. [volume]",sn84024738,"Richmond [Va.]","August 18, 1859",3
"The daily dispatch. [volume]",sn84024738,"Richmond [Va.]","August 25, 1859",4
"The daily dispatch. [volume]",sn84024738,"Richmond [Va.]","September 07, 1859",2
"The daily dispatch. [volume]",sn84024738,"Richmond [Va.]","December 16, 1859",3
"Staunton spectator. [volume]",sn84024718,"Staunton, Va.","July 24, 1860",3
"Staunton spectator. [volume]",sn84024718,"Staunton, Va.","July 31, 1860",3
"Staunton spectator. [volume]",sn84024718,"Staunton, Va.","August 28, 1860",3
"Staunton spectator. [volume]",sn84024718,"Staunton, Va.","May 01, 1860",2
"Staunton spectator. [volume]",sn84024718,"Staunton, Va.","August 07, 1860",3
"Staunton spectator. [volume]",sn84024718,"Staunton, Va.","August 14, 1860",3
"Staunton spectator. [volume]",sn84024718,"Staunton, Va.","August 21, 1860",3
"The Evansville daily journal. [volume]",sn82015672,"Evansville, Ia. [i.e. Ind.]","June 29, 1859",2
"The daily dispatch. [volume]",sn84024738,"Richmond [Va.]","September 20, 1859",4
"The daily dispatch. [volume]",sn84024738,"Richmond [Va.]","September 23, 1859",4
"The daily dispatch. [volume]",sn84024738,"Richmond [Va.]","September 28, 1859",4
"The daily dispatch. [volume]",sn84024738,"Richmond [Va.]","October 01, 1859",4
"The daily dispatch. [volume]",sn84024738,"Richmond [Va.]","October 03, 1859",4
"The daily dispatch. [volume]",sn84024738,"Richmond [Va.]","September 27, 1859",4
"The daily dispatch. [volume]",sn84024738,"Richmond [Va.]","October 04, 1859",4
"The daily dispatch. [volume]",sn84024738,"Richmond [Va.]","October 07, 1859",4
"The daily dispatch. [volume]",sn84024738,"Richmond [Va.]","September 16, 1859",4
"The daily dispatch. [volume]",sn84024738,"Richmond [Va.]","December 22, 1859",3
"Cooper's Clarksburg register. [volume]",sn85059716,"Clarksburg, Va. [W. Va.]","April 13, 1853",3
"Cleveland morning leader. [volume]",sn83035143,"Cleveland [Ohio]","March 08, 1859",3
"The daily dispatch. [volume]",sn84024738,"Richmond [Va.]","September 04, 1860",2
"The daily dispatch. [volume]",sn84024738,"Richmond [Va.]","August 15, 1860",2
"Wilmington journal. [volume]",sn84026536,"Wilmington, N.C.","September 05, 1856",3
"Wilmington journal. [volume]",sn84026536,"Wilmington, N.C.","September 12, 1856",3
"Richmond enquirer. [volume]",sn84024735,"Richmond, Va.","December 06, 1836",3
"Wisconsin tribune.",sn86086768,"Mineral Point, Wis.","September 02, 1852",4
"The Athens post. [volume]",sn84024443,"Athens, Tenn.","June 01, 1855",4
"The Athens post. [volume]",sn84024443,"Athens, Tenn.","June 08, 1855",4
"The Athens post. [volume]",sn84024443,"Athens, Tenn.","June 15, 1855",4
"The Athens post. [volume]",sn84024443,"Athens, Tenn.","June 29, 1855",4
"The Athens post. [volume]",sn84024443,"Athens, Tenn.","July 06, 1855",4
"The Athens post. [volume]",sn84024443,"Athens, Tenn.","July 13, 1855",4
"Western Reserve chronicle. [volume]",sn84028385,"Warren, Ohio","April 30, 1856",2
"New-York daily tribune. [volume]",sn83030213,"New-York [N.Y.]","May 03, 1852, Page 7",7
"The daily union. [volume]",sn82003410,"Washington [D.C.]","May 27, 1854",5
"Richmond enquirer. [volume]",sn84024735,"Richmond, Va.","January 10, 1845",3
"Richmond enquirer. [volume]",sn84024735,"Richmond, Va.","September 10, 1847",4
"Richmond enquirer. [volume]",sn84024735,"Richmond, Va.","January 07, 1845",3
"Richmond enquirer. [volume]",sn84024735,"Richmond, Va.","December 14, 1843",3
"Richmond enquirer. [volume]",sn84024735,"Richmond, Va.","August 08, 1851",1
"Richmond enquirer. [volume]",sn84024735,"Richmond, Va.","March 03, 1846",2
"Richmond enquirer. [volume]",sn84024735,"Richmond, Va.","December 28, 1842",1
"New-York daily tribune. [volume]",sn83030213,"New-York [N.Y.]","August 31, 1842",1
"New-York daily tribune. [volume]",sn83030213,"New-York [N.Y.]","August 24, 1842",3
"New-York daily tribune. [volume]",sn83030213,"New-York [N.Y.]","August 25, 1842",4
"Nashville patriot. [volume]",sn85033711,"Nashville, Tenn.","September 03, 1858",3
"Nashville patriot. [volume]",sn85033711,"Nashville, Tenn.","September 06, 1858",3
"The Carolina Spartan. [volume]",sn83025802,"Spartanburg, S.C.","November 15, 1860",2
"The New York herald. [volume]",sn83030313,"New York [N.Y.]","May 04, 1852, MORNING EDITION",3
"Evening star. [volume]",sn83045462,"Washington, D.C.","October 28, 1858",1
"Randolph County journal. [volume]",sn86058541,"Winchester, Randolph County, Ind.","September 02, 1858",4
"Indiana State sentinel. [volume]",sn82015677,"Indianapolis","December 23, 1847",4
"Daily Iowa State Democrat. [volume]",sn82014134,"Davenport, Iowa","March 19, 1859",2
"The Council Bluffs nonpareil. [volume]",sn84027096,"Council Bluffs [Iowa]","April 24, 1858",1
"Alexandria gazette. [volume]",sn85025007,"Alexandria, D.C.","September 01, 1856",3
"Alexandria gazette. [volume]",sn85025007,"Alexandria, D.C.","February 12, 1857",4
"Alexandria gazette. [volume]",sn85025007,"Alexandria, D.C.","July 10, 1848",3
"Alexandria gazette. [volume]",sn85025007,"Alexandria, D.C.","August 02, 1848",3
"Alexandria gazette. [volume]",sn85025007,"Alexandria, D.C.","July 28, 1848",3
"Alexandria gazette. [volume]",sn85025007,"Alexandria, D.C.","April 18, 1848",2
"Arkansas true Democrat. [volume]",sn82014282,"Little Rock, Ark.","June 15, 1859",4
"Arkansas true Democrat. [volume]",sn82014282,"Little Rock, Ark.","March 09, 1859",1
"Arkansas true Democrat. [volume]",sn82014282,"Little Rock, Ark.","April 27, 1859",3
"Arkansas true Democrat. [volume]",sn82014282,"Little Rock, Ark.","May 04, 1859",4
"Arkansas true Democrat. [volume]",sn82014282,"Little Rock, Ark.","June 22, 1859",4
"Arkansas true Democrat. [volume]",sn82014282,"Little Rock, Ark.","May 18, 1859",4
"Arkansas true Democrat. [volume]",sn82014282,"Little Rock, Ark.","May 25, 1859",4
"Arkansas true Democrat. [volume]",sn82014282,"Little Rock, Ark.","June 01, 1859",4
"Arkansas true Democrat. [volume]",sn82014282,"Little Rock, Ark.","February 02, 1859",1
"Arkansas true Democrat. [volume]",sn82014282,"Little Rock, Ark.","February 09, 1859",1
"Arkansas true Democrat. [volume]",sn82014282,"Little Rock, Ark.","January 19, 1859",3
"The Minnesota pioneer. [volume]",sn83025241,"St. Paul, Minn. Territory","January 12, 1854",2
"The weekly Minnesotian. [volume]",sn83016750,"Saint Paul, Minn. Territory","January 14, 1854",4
"Staunton spectator. [volume]",sn84024718,"Staunton, Va.","June 20, 1855",3
"Staunton spectator. [volume]",sn84024718,"Staunton, Va.","June 27, 1855",3
"Staunton spectator. [volume]",sn84024718,"Staunton, Va.","May 30, 1855",3
"Staunton spectator. [volume]",sn84024718,"Staunton, Va.","July 19, 1859",3
"Staunton spectator. [volume]",sn84024718,"Staunton, Va.","July 26, 1859",3
"Staunton spectator. [volume]",sn84024718,"Staunton, Va.","August 02, 1859",3
"Staunton spectator. [volume]",sn84024718,"Staunton, Va.","August 09, 1859",3
"Staunton spectator. [volume]",sn84024718,"Staunton, Va.","August 16, 1859",3
"Staunton spectator. [volume]",sn84024718,"Staunton, Va.","August 23, 1859",3
"Staunton spectator. [volume]",sn84024718,"Staunton, Va.","August 30, 1859",3
"Staunton spectator. [volume]",sn84024718,"Staunton, Va.","September 06, 1859",3
"Staunton spectator. [volume]",sn84024718,"Staunton, Va.","July 01, 1857",2
"Staunton spectator. [volume]",sn84024718,"Staunton, Va.","September 13, 1859",3
"Staunton spectator. [volume]",sn84024718,"Staunton, Va.","September 20, 1859",3
"Staunton spectator. [volume]",sn84024718,"Staunton, Va.","September 27, 1859",3
"Staunton spectator. [volume]",sn84024718,"Staunton, Va.","October 04, 1859",3
"Lynchburg daily Virginian. [volume]",sn85034360,"Lynchburg [Va.]","May 23, 1859",3
"The Kenosha telegraph and tribune. [volume]",sn85040309,"Kenosha, Wis.","August 18, 1859",2
"Richmond enquirer. [volume]",sn84024735,"Richmond, Va.","November 01, 1850",3
"New-York daily tribune. [volume]",sn83030213,"New-York [N.Y.]","March 25, 1857, Page 7",7
"Richmond enquirer. [volume]",sn84024735,"Richmond, Va.","December 08, 1857",3
"Richmond enquirer. [volume]",sn84024735,"Richmond, Va.","June 25, 1858",4
"Richmond enquirer. [volume]",sn84024735,"Richmond, Va.","August 18, 1857",3
"The press and tribune. [volume]",sn82014511,"Chicago, Ill.","November 26, 1859",2
"Richmond enquirer. [volume]",sn84024735,"Richmond, Va.","September 10, 1850",3
"Weekly hawk-eye and telegraph. [volume]",sn84037930,"Burlington, Iowa","December 12, 1855",4
"The New York herald. [volume]",sn83030313,"New York [N.Y.]","March 23, 1858, Page 3",3
"The New York herald. [volume]",sn83030313,"New York [N.Y.]","January 14, 1848",4
"The daily dispatch. [volume]",sn84024738,"Richmond [Va.]","January 03, 1860",3
"The New York herald. [volume]",sn83030313,"New York [N.Y.]","December 31, 1858, MORNING EDITION, Page 3",3
"The daily exchange. [volume]",sn83009573,"Baltimore, Md.","August 25, 1859",1
"Richmond enquirer. [volume]",sn84024735,"Richmond, Va.","January 22, 1858",3
"Richmond enquirer. [volume]",sn84024735,"Richmond, Va.","January 12, 1858",3
"Richmond enquirer. [volume]",sn84024735,"Richmond, Va.","January 15, 1858",3
"Richmond enquirer. [volume]",sn84024735,"Richmond, Va.","January 19, 1858",3
"Richmond enquirer. [volume]",sn84024735,"Richmond, Va.","January 26, 1858",3
"Richmond enquirer. [volume]",sn84024735,"Richmond, Va.","January 22, 1856",3
"Richmond enquirer. [volume]",sn84024735,"Richmond, Va.","February 05, 1856",3
"Richmond enquirer. [volume]",sn84024735,"Richmond, Va.","January 08, 1856",4
"Richmond enquirer. [volume]",sn84024735,"Richmond, Va.","January 25, 1856",3
